"CURRENT_REFMET_NAME","refmet_name","metabolite_name","is_standard","assay","super_class","main_class","sub_class","formula","exactmass","pubchem_cid","kegg_id","inchi_key","lm_id","hmdb_id","chebi_id"
"SM 34:0;O2","SM(d34:0)","SM(d34:0)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C39H81N2O6P",704.583226,NA,"C00550",NA,NA,NA,NA
"SM 34:0;O3","SM(d34:0-OH)","SM(d34:0-OH)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C39H81N2O7P",720.5781,NA,"C00550",NA,NA,NA,NA
"SM 34:1;O2","SM(d34:1)","SM(d34:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C39H79N2O6P",702.567576,NA,"C00550",NA,NA,NA,NA
"SM 34:1;O2","SM(d34:1)","SM(d34:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C39H79N2O6P",702.567576,NA,"C00550",NA,NA,NA,NA
"SM 34:1;O2;O","SM(d34:1-OH)","SM(d34:1-OH)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C39H79N2O7P",718.5625,NA,"C00550",NA,NA,NA,NA
"SM 34:1;O2;O","SM(d34:1-OH)_lp_a","SM(d34:1-OH)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C39H79N2O7P",718.5625,NA,"C00550",NA,NA,NA,NA
"SM 34:2;O2","SM(d34:2)","SM(d34:2)",0,"metab-u-rppos","Sphingolipids","Sphingomyelins","SM","C39H77N2O6P",700.551926,NA,"C00550",NA,NA,NA,NA
"SM 34:2;O2","SM(d34:2)","SM(d34:2)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C39H77N2O6P",700.551926,NA,"C00550",NA,NA,NA,NA
"SM 34:2;O2","SM(d34:2)","SM(d34:2)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C39H77N2O6P",700.551926,NA,"C00550",NA,NA,NA,NA
"SM 35:0;O2","SM(d35:0)","SM(d35:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C40H83N2O6P",718.5989,NA,"C00550",NA,NA,NA,NA
"SM 35:1;O2","SM(d35:1)","SM(d35:1)",0,"metab-u-rppos","Sphingolipids","Sphingomyelins","SM","C40H81N2O6P",716.583226,NA,"C00550",NA,NA,NA,NA
"SM 35:1;O2","SM(d35:1)","SM(d35:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C40H81N2O6P",716.583226,NA,"C00550",NA,NA,NA,NA
"SM 35:2;O2","SM(d35:2)","SM(d35:2)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C40H79N2O6P",714.567576,NA,"C00550",NA,NA,NA,NA
"SM 36:0;O2","SM(d36:0)","SM(d36:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C41H85N2O6P",732.614526,NA,"C00550",NA,NA,NA,NA
"SM 36:0;O2","SM(d36:0)","SM(d36:0)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C41H85N2O6P",732.614526,NA,"C00550",NA,NA,NA,NA
"SM 36:1;O2","SM(d36:1)","SM(d36:1)",0,"metab-u-rppos","Sphingolipids","Sphingomyelins","SM","C41H83N2O6P",730.598876,NA,"C00550",NA,NA,NA,NA
"SM 36:1;O2","SM(d36:1)","SM(d36:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C41H83N2O6P",730.598876,NA,"C00550",NA,NA,NA,NA
"SM 36:1;O2","SM(d36:1)","SM(d36:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C41H83N2O6P",730.598876,NA,"C00550",NA,NA,NA,NA
"SM 36:2;O2","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[istd]","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[istd]",1,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C41H81N2O6P",728.5832,NA,"C00550",NA,NA,NA,NA
"SM 36:2;O2","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[iSTD]","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_feature1",1,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C41H81N2O6P",728.5832,NA,"C00550",NA,NA,NA,NA
"SM 36:2;O2","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[iSTD]","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_feature1",1,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C41H81N2O6P",728.5832,NA,"C00550",NA,NA,NA,NA
"SM 36:2;O2","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[iSTD]","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_M+H2CO2_feature1",1,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C41H81N2O6P",728.5832,NA,"C00550",NA,NA,NA,NA
"SM 36:2;O2","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[iSTD] M + H2CO2","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[iSTD] M + H2CO2",1,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C41H81N2O6P",728.5832,NA,"C00550",NA,NA,NA,NA
"SM 36:2;O2","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[istd]_M+H2CO2","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[istd]_M+H2CO2",1,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C41H81N2O6P",728.5832,NA,"C00550",NA,NA,NA,NA
"SM 36:2;O2","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[iSTD]_M+H2CO2","GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[iSTD]_M+H2CO2",1,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C41H81N2O6P",728.5832,NA,"C00550",NA,NA,NA,NA
"SM 36:2;O2","SM(d36:2)","SM(d36:2)",0,"metab-u-rppos","Sphingolipids","Sphingomyelins","SM","C41H81N2O6P",728.583226,NA,"C00550",NA,NA,NA,NA
"SM 36:2;O2","SM(d36:2)","SM(d36:2)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C41H81N2O6P",728.583226,NA,"C00550",NA,NA,NA,NA
"SM 36:2;O2","SM(d36:2)","SM(d36:2)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C41H81N2O6P",728.583226,NA,"C00550",NA,NA,NA,NA
"SM 36:3;O2","SM(d36:3)","SM(d36:3)",0,"metab-u-rppos","Sphingolipids","Sphingomyelins","SM","C41H79N2O6P",726.567576,NA,"C00550",NA,NA,NA,NA
"SM 36:3;O2","SM(d36:3)_lp_a","SM(d36:3)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C41H79N2O6P",726.5676,NA,"C00550",NA,NA,NA,NA
"SM 37:1;O2","SM(d37:1)","SM(d37:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C42H85N2O6P",744.614526,NA,"C00550",NA,NA,NA,NA
"SM 38:0;O2","SM(d38:0)_lp_a","SM(d38:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C43H89N2O6P",760.6458,NA,"C00550",NA,NA,NA,NA
"SM 38:0;O2","SM(d38:0)_lp_b","SM(d38:0)_feature 2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C43H89N2O6P",760.6458,NA,"C00550",NA,NA,NA,NA
"SM 38:0;O2;O","SM(d38:0-OH)","SM(d38:0-OH)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C43H89N2O7P",776.6407,NA,"C00550",NA,NA,NA,NA
"SM 38:1;O2","SM(d38:1)","SM(d38:1)",0,"metab-u-rppos","Sphingolipids","Sphingomyelins","SM","C43H87N2O6P",758.630176,NA,"C00550",NA,NA,NA,NA
"SM 38:1;O2","SM(d38:1)_ln_b","SM(d38:1)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C43H87N2O6P",758.6302,NA,"C00550",NA,NA,NA,NA
"SM 38:1;O2","SM(d38:1)_lp_a","SM(d38:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C43H87N2O6P",758.6302,NA,"C00550",NA,NA,NA,NA
"SM 38:1;O2","SM(d38:1)_lp_b","SM(d38:1)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C43H87N2O6P",758.6302,NA,"C00550",NA,NA,NA,NA
"SM 38:2;O2","SM(d38:2)_lp_a","SM(d38:2)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C43H85N2O6P",756.6145,NA,"C00550",NA,NA,NA,NA
"SM 38:2;O2","SM(d38:2)_lp_b","SM(d38:2)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C43H85N2O6P",756.6145,NA,"C00550",NA,NA,NA,NA
"SM 38:3;O2","SM(d38:3)","SM(d38:3)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C43H83N2O6P",754.598876,NA,"C00550",NA,NA,NA,NA
"SM 38:4;O2","SM(d38:4)_lp_b","SM(d38:4)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C43H81N2O6P",752.5832,NA,"C00550",NA,NA,NA,NA
"SM 39:1;O2","SM(d39:1)_ln_a","SM(d39:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C44H89N2O6P",772.6458,NA,"C00550",NA,NA,NA,NA
"SM 39:1;O2","SM(d39:1)_ln_b","SM(d39:1)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C44H89N2O6P",772.6458,NA,"C00550",NA,NA,NA,NA
"SM 39:1;O2","SM(d39:1)_lp_a","SM(d39:1)_M+H2CO2_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C44H89N2O6P",772.6458,NA,"C00550",NA,NA,NA,NA
"SM 39:1;O2","SM(d39:1)_lp_b","SM(d39:1)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C44H89N2O6P",772.6458,NA,"C00550",NA,NA,NA,NA
"SM 39:2;O2","SM(d39:2)_lp_a","SM(d39:2)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C44H87N2O6P",770.6302,NA,"C00550",NA,NA,NA,NA
"SM 39:2;O2","SM(d39:2)_lp_b","SM(d39:2)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C44H87N2O6P",770.6302,NA,"C00550",NA,NA,NA,NA
"SM 40:0;O2","SM(d40:0)","SM(d40:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C45H93N2O6P",788.677126,NA,"C00550",NA,NA,NA,NA
"SM 40:0;O2;O","SM(d40:0-OH)","SM(d40:0-OH)_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C45H93N2O7P",804.672,NA,"C00550",NA,NA,NA,NA
"SM 40:0;O2;O","SM(d40:0-OH)","SM(d40:0-OH)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C45H93N2O7P",804.672,NA,"C00550",NA,NA,NA,NA
"SM 40:0;O2;O","SM(d40:0-OH)","SM(d40:0-OH)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C45H93N2O7P",804.672,NA,"C00550",NA,NA,NA,NA
"SM 40:0;O2;O","SM(d40:0-OH)","SM(d40:0-OH)_M+H2CO2_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C45H93N2O7P",804.672,NA,"C00550",NA,NA,NA,NA
"SM 40:1;O2","SM(d40:1)","SM(d40:1)",0,"metab-u-rppos","Sphingolipids","Sphingomyelins","SM","C45H91N2O6P",786.661476,NA,"C00550",NA,NA,NA,NA
"SM 40:1;O2","SM(d40:1)_ln_a","SM(d40:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C45H91N2O6P",786.6615,NA,"C00550",NA,NA,NA,NA
"SM 40:1;O2","SM(d40:1)_ln_b","SM(d40:1)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C45H91N2O6P",786.6615,NA,"C00550",NA,NA,NA,NA
"SM 40:1;O2","SM(d40:1)_lp_a","SM(d40:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C45H91N2O6P",786.6615,NA,"C00550",NA,NA,NA,NA
"SM 40:1;O2","SM(d40:1)_lp_b","SM(d40:1)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C45H91N2O6P",786.6615,NA,"C00550",NA,NA,NA,NA
"SM 40:1;O2","SM(d40:1)_lp_b","SM(d40:1)_M+H2CO2_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C45H91N2O6P",786.6615,NA,"C00550",NA,NA,NA,NA
"SM 40:1;O2","SM(d40:1)_lp_b","SM(d40:1)>SM(d18:1/22:0)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C45H91N2O6P",786.6615,NA,"C00550",NA,NA,NA,NA
"SM 40:1;O2;O","SM(d40:1-OH)","SM(d40:1-OH)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C45H91N2O7P",802.6564,NA,"C00550",NA,NA,NA,NA
"SM 40:1;O2;O","SM(d40:1-OH)_lp_b","SM(d40:1-OH)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C45H91N2O7P",802.6564,NA,"C00550",NA,NA,NA,NA
"SM 40:2;O2","SM(d40:2)","SM(d40:2)",0,"metab-u-rppos","Sphingolipids","Sphingomyelins","SM","C45H89N2O6P",784.645826,NA,"C00550",NA,NA,NA,NA
"SM 40:2;O2","SM(d40:2)_ln_a","SM(d40:2)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C45H89N2O6P",784.6458,NA,"C00550",NA,NA,NA,NA
"SM 40:2;O2","SM(d40:2)_ln_b","SM(d40:2)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C45H89N2O6P",784.6458,NA,"C00550",NA,NA,NA,NA
"SM 40:2;O2","SM(d40:2)_lp_a","SM(d40:2)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C45H89N2O6P",784.6458,NA,"C00550",NA,NA,NA,NA
"SM 40:2;O2","SM(d40:2)_lp_b","SM(d40:2)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C45H89N2O6P",784.6458,NA,"C00550",NA,NA,NA,NA
"SM 41:0;O2","SM(d41:0)","SM(d41:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C46H95N2O6P",802.692776,NA,"C00550",NA,NA,NA,NA
"SM 41:1;O2","SM(d41:1)","SM(d41:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C46H93N2O6P",800.677126,NA,"C00550",NA,NA,NA,NA
"SM 41:1;O2","SM(d41:1)","SM(d41:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C46H93N2O6P",800.677126,NA,"C00550",NA,NA,NA,NA
"SM 41:1;O2","SM(d41:1)","SM(d41:1)_M+H2CO2_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C46H93N2O6P",800.677126,NA,"C00550",NA,NA,NA,NA
"SM 41:2;O2","SM(d41:2)_ln_a","SM(d41:2)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C46H91N2O6P",798.6615,NA,"C00550",NA,NA,NA,NA
"SM 41:2;O2","SM(d41:2)_ln_bc","SM(d41:2)_M+H2CO2_feature2and3",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C46H91N2O6P",798.6615,NA,"C00550",NA,NA,NA,NA
"SM 41:2;O2","SM(d41:2)_lp_a","SM(d41:2)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C46H91N2O6P",798.6615,NA,"C00550",NA,NA,NA,NA
"SM 41:2;O2","SM(d41:2)_lp_b","SM(d41:2)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C46H91N2O6P",798.6615,NA,"C00550",NA,NA,NA,NA
"SM 41:2;O2","SM(d41:2)_lp_bc","SM(d41:2)_feature2and3",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C46H91N2O6P",798.6615,NA,"C00550",NA,NA,NA,NA
"SM 41:2;O2","SM(d41:2)_lp_c","SM(d41:2)_feature3",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C46H91N2O6P",798.6615,NA,"C00550",NA,NA,NA,NA
"SM 42:0;O2","SM(d42:0)_lp_a","SM(d42:0)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H97N2O6P",816.7084,NA,"C00550",NA,NA,NA,NA
"SM 42:0;O2","SM(d42:0)_lp_a","SM(d42:0)_M+H2CO2_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H97N2O6P",816.7084,NA,"C00550",NA,NA,NA,NA
"SM 42:0;O2","SM(d42:0)_lp_b","SM(d42:0)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H97N2O6P",816.7084,NA,"C00550",NA,NA,NA,NA
"SM 42:0;O2","SM(d42:0)_lp_b","SM(d42:0)_M+H2CO2_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H97N2O6P",816.7084,NA,"C00550",NA,NA,NA,NA
"SM 42:1;O2","SM(d42:1)","SM(d42:1)",0,"metab-u-rppos","Sphingolipids","Sphingomyelins","SM","C47H95N2O6P",814.692776,NA,"C00550",NA,NA,NA,NA
"SM 42:1;O2","SM(d42:1)_ln_a","SM(d42:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C47H95N2O6P",814.6928,NA,"C00550",NA,NA,NA,NA
"SM 42:1;O2","SM(d42:1)_ln_b","SM(d42:1)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C47H95N2O6P",814.6928,NA,"C00550",NA,NA,NA,NA
"SM 42:1;O2","SM(d42:1)_lp_a","SM(d42:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H95N2O6P",814.6928,NA,"C00550",NA,NA,NA,NA
"SM 42:1;O2","SM(d42:1)_lp_b","SM(d42:1)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H95N2O6P",814.6928,NA,"C00550",NA,NA,NA,NA
"SM 42:2;O2","SM(d42:2)","SM(d42:2)",0,"metab-u-rppos","Sphingolipids","Sphingomyelins","SM","C47H93N2O6P",812.677126,NA,"C00550",NA,NA,NA,NA
"SM 42:2;O2","SM(d42:2)_ln_a","SM(d42:2)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C47H93N2O6P",812.6771,NA,"C00550",NA,NA,NA,NA
"SM 42:2;O2","SM(d42:2)_ln_ab","SM(d42:2)_M+H2CO2_feature1and2",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C47H93N2O6P",812.6771,NA,"C00550",NA,NA,NA,NA
"SM 42:2;O2","SM(d42:2)_ln_b","SM(d42:2)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C47H93N2O6P",812.6771,NA,"C00550",NA,NA,NA,NA
"SM 42:2;O2","SM(d42:2)_lp_a","SM(d42:2)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H93N2O6P",812.6771,NA,"C00550",NA,NA,NA,NA
"SM 42:2;O2","SM(d42:2)_lp_b","SM(d42:2)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H93N2O6P",812.6771,NA,"C00550",NA,NA,NA,NA
"SM 42:2;O2","SM(d42:2)_lp_b","SM(d42:2)_M+H2CO2_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H93N2O6P",812.6771,NA,"C00550",NA,NA,NA,NA
"SM 42:2;O2","SM(d42:2)_lp_c","SM(d42:2)_feature3",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H93N2O6P",812.6771,NA,"C00550",NA,NA,NA,NA
"SM 42:3;O2","SM(d42:3)_ln_a","SM(d42:3)_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C47H91N2O6P",810.6615,NA,"C00550",NA,NA,NA,NA
"SM 42:3;O2","SM(d42:3)_ln_a","SM(d42:3)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C47H91N2O6P",810.6615,NA,"C00550",NA,NA,NA,NA
"SM 42:3;O2","SM(d42:3)_lp_a","SM(d42:3)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H91N2O6P",810.6615,NA,"C00550",NA,NA,NA,NA
"SM 42:3;O2","SM(d42:3)_lp_b","SM(d42:3)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C47H91N2O6P",810.6615,NA,"C00550",NA,NA,NA,NA
"SM 43:1;O2","SM(d43:1)_ln_a","SM(d43:1)_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C48H97N2O6P",828.7084,NA,"C00550",NA,NA,NA,NA
"SM 43:1;O2","SM(d43:1)_ln_a","SM(d43:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C48H97N2O6P",828.7084,NA,"C00550",NA,NA,NA,NA
"SM 43:1;O2","SM(d43:1)_ln_ab","SM(d43:1)_feature1and2",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C48H97N2O6P",828.7084,NA,"C00550",NA,NA,NA,NA
"SM 43:1;O2","SM(d43:1)_ln_b","SM(d43:1)_M+H2CO2_feature2",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C48H97N2O6P",828.7084,NA,"C00550",NA,NA,NA,NA
"SM 43:1;O2","SM(d43:1)_lp_a","SM(d43:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C48H97N2O6P",828.7084,NA,"C00550",NA,NA,NA,NA
"SM 43:1;O2","SM(d43:1)_lp_ab","SM(d43:1)_feature1and2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C48H97N2O6P",828.7084,NA,"C00550",NA,NA,NA,NA
"SM 43:1;O2","SM(d43:1)_lp_b","SM(d43:1)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C48H97N2O6P",828.7084,NA,"C00550",NA,NA,NA,NA
"SM 43:2;O2","SM(d43:2)_ln_b","SM(d43:2)_feature2",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C48H95N2O6P",826.6928,NA,"C00550",NA,NA,NA,NA
"SM 43:2;O2","SM(d43:2)_ln_b","SM(d43:2)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C48H95N2O6P",826.6928,NA,"C00550",NA,NA,NA,NA
"SM 43:2;O2","SM(d43:2)_lp_b","SM(d43:2)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C48H95N2O6P",826.6928,NA,"C00550",NA,NA,NA,NA
"SM 43:3;O2","SM(d43:3)","SM(d43:3)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C48H93N2O6P",824.677126,NA,"C00550",NA,NA,NA,NA
"SM 44:1;O2","SM(d44:1)","SM(d44:1)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C49H99N2O6P",842.724076,NA,"C00550",NA,NA,NA,NA
"SM 44:1;O2","SM(d44:1)","SM(d44:1)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C49H99N2O6P",842.724076,NA,"C00550",NA,NA,NA,NA
"SM 44:2;O2","SM(d44:2)_ln_a","SM(d44:2)_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C49H97N2O6P",840.7084,NA,"C00550",NA,NA,NA,NA
"SM 44:2;O2","SM(d44:2)_ln_a","SM(d44:2)_M+H2CO2_feature1",0,"metab-u-lrpneg","Sphingolipids","Sphingomyelins","SM","C49H97N2O6P",840.7084,NA,"C00550",NA,NA,NA,NA
"SM 44:2;O2","SM(d44:2)_lp_a","SM(d44:2)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C49H97N2O6P",840.7084,NA,"C00550",NA,NA,NA,NA
"SM 44:2;O2","SM(d44:2)_lp_b","SM(d44:2)_feature2",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C49H97N2O6P",840.7084,NA,"C00550",NA,NA,NA,NA
"SM 44:3;O2","SM(d44:3)","SM(d44:3)_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C49H95N2O6P",838.692776,NA,"C00550",NA,NA,NA,NA
"SM 44:3;O2","SM(d44:3)","SM(d44:3)_M+H2CO2_feature1",0,"metab-u-lrppos","Sphingolipids","Sphingomyelins","SM","C49H95N2O6P",838.692776,NA,"C00550",NA,NA,NA,NA
"sn-Glycero-3-phosphate","sn-Glycero-3-phosphate","glycerol 3-phosphate",0,"metab-u-ionpneg","Organic acids","Organic phosphoric acids","Organic phosphoric acids","C3H9O6P",172.013678,439162,"C00093","AWUCVROLDVIAJX-GSVOUGTGSA-N",NA,"HMDB0000126",15978
"sn-Glycero-3-phosphocholine","sn-Glycero-3-phosphocholine","alpha-glycerophosphocholine",0,"metab-u-hilicpos","Organic acids","Organic phosphoric acids","Organic phosphoric acids","C8H20NO6P",257.102827,657272,"C00670","SUHOQUVVVLNYQR-MRVPVSSYSA-N",NA,NA,55397
"sn-Glycero-3-phosphocholine","sn-Glycero-3-phosphocholine","sn-glycero-3-phosphocholine",0,"metab-u-rppos","Organic acids","Organic phosphoric acids","Organic phosphoric acids","C8H20NO6P",257.102827,657272,"C00670","SUHOQUVVVLNYQR-MRVPVSSYSA-N",NA,NA,55397
"sn-Glycero-3-phosphocholine","sn-Glycero-3-phosphocholine","sn-glycero-3-phosphocholine_feature1",0,"metab-u-lrppos","Organic acids","Organic phosphoric acids","Organic phosphoric acids","C8H20NO6P",257.102827,657272,"C00670","SUHOQUVVVLNYQR-MRVPVSSYSA-N",NA,NA,55397
"sn-Glycero-3-phosphocholine","sn-glycero-3-phosphocholine_feature1","sn-glycero-3-phosphocholine",0,"metab-u-lrppos","Organic acids","Organic phosphoric acids","Organic phosphoric acids","C8H20NO6P",257.1028,657272,"C00670","SUHOQUVVVLNYQR-MRVPVSSYSA-N",NA,NA,55397
